week,letter,day,classes,room,lesson,notes,hwk,event,time,break,lunch
24,B,TUE,10C3,B8,1,0, , ,0850  0955, , 
24,B,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
24,B,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
24,B,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
24,B,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
24,B,WED,11C2,B8,1,0, , ,0850  0955, , 
24,B,WED,10T2,B5,2,0, , ,0955  1100, , 
24,B,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
24,B,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
24,B,WED,11CS,G4,5,0, , ,1355  1510, , 
24,B,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
24,B,THU,10C3,B8,2,0,*, ,0955  1100, , 
24,B,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
24,B,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
24,B,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
24,B,FRI,PPA,-,1,0, , ,0850  0955, , 
24,B,FRI,11T2,B8,2,0, , ,0955  1100, , 
24,B,FRI,PPA,-,3,0, , ,1100  1220, , 
24,B,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
24,B,FRI,10CS,G4,5,0, , ,1355  1510, , 
25,A,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
25,A,MON,10C3,B8,2,0, , ,0955  1100, , 
25,A,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
25,A,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
25,A,MON,11C2,B8,5,0,*, ,1355  1510, , 
25,A,TUE,10T2,B5,1,0, , ,0850  0955, , 
25,A,TUE,PPA,-,2,0, , ,0955  1100, , 
25,A,TUE,PPA,-,3,0, , ,1100  1220, , 
25,A,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
25,A,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
25,A,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
25,A,WED,11T2,B8,2,0, , ,0955  1100, , 
25,A,WED,PPA,B8,3,0, , ,1100  1220, , 
25,A,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
25,A,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
25,A,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
25,A,THU,10CS,G4,2,0,*, ,0955  1100, , 
25,A,THU,PPA,-,3,0, , ,1100  1220, , 
25,A,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
25,A,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
25,A,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
25,A,FRI,10T2,B8,2,0,*, ,0955  1100, , 
25,A,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
25,A,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
25,A,FRI,11CS,G4,5,0, , ,1355  1510, , 
26,B,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
26,B,MON,11T2,B8,2,0,*, ,0955  1100, , 
26,B,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
26,B,MON,PPA,-,4,0, , ,1220  1355, , 
26,B,MON,10CS,B8,5,0, , ,1355  1510, , 
26,B,TUE,10C3,B8,1,0, , ,0850  0955, , 
26,B,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
26,B,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
26,B,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
26,B,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
26,B,WED,11C2,B8,1,0, , ,0850  0955, , 
26,B,WED,10T2,B5,2,0, , ,0955  1100, , 
26,B,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
26,B,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
26,B,WED,11CS,G4,5,0, , ,1355  1510, , 
26,B,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
26,B,THU,10C3,B8,2,0,*, ,0955  1100, , 
26,B,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
26,B,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
26,B,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
26,B,FRI,PPA,-,1,0, , ,0850  0955, , 
26,B,FRI,11T2,B8,2,0, , ,0955  1100, , 
26,B,FRI,PPA,-,3,0, , ,1100  1220, , 
26,B,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
26,B,FRI,10CS,G4,5,0, , ,1355  1510, , 
27,A,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
27,A,MON,10C3,B8,2,0, , ,0955  1100, , 
27,A,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
27,A,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
27,A,MON,11C2,B8,5,0,*, ,1355  1510, , 
27,A,TUE,10T2,B5,1,0, , ,0850  0955, , 
27,A,TUE,PPA,-,2,0, , ,0955  1100, , 
27,A,TUE,PPA,-,3,0, , ,1100  1220, , 
27,A,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
27,A,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
27,A,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
27,A,WED,11T2,B8,2,0, , ,0955  1100, , 
27,A,WED,PPA,B8,3,0, , ,1100  1220, , 
27,A,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
27,A,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
27,A,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
27,A,THU,10CS,G4,2,0,*, ,0955  1100, , 
27,A,THU,PPA,-,3,0, , ,1100  1220, , 
27,A,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
27,A,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
27,A,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
27,A,FRI,10T2,B8,2,0,*, ,0955  1100, , 
27,A,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
27,A,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
27,A,FRI,11CS,G4,5,0, , ,1355  1510, , 
28,B,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
28,B,MON,11T2,B8,2,0,*, ,0955  1100, , 
28,B,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
28,B,MON,PPA,-,4,0, , ,1220  1355, , 
28,B,MON,10CS,B8,5,0, , ,1355  1510, , 
28,B,TUE,10C3,B8,1,0, , ,0850  0955, , 
28,B,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
28,B,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
28,B,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
28,B,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
28,B,WED,11C2,B8,1,0, , ,0850  0955, , 
28,B,WED,10T2,B5,2,0, , ,0955  1100, , 
28,B,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
28,B,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
28,B,WED,11CS,G4,5,0, , ,1355  1510, , 
28,B,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
28,B,THU,10C3,B8,2,0,*, ,0955  1100, , 
28,B,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
28,B,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
28,B,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
28,B,FRI,PPA,-,1,0, , ,0850  0955, , 
28,B,FRI,11T2,B8,2,0, , ,0955  1100, , 
28,B,FRI,PPA,-,3,0, , ,1100  1220, , 
28,B,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
28,B,FRI,10CS,G4,5,0, , ,1355  1510, , 
29,A,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
29,A,MON,10C3,B8,2,0, , ,0955  1100, , 
29,A,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
29,A,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
29,A,MON,11C2,B8,5,0,*, ,1355  1510, , 
29,A,TUE,10T2,B5,1,0, , ,0850  0955, , 
29,A,TUE,PPA,-,2,0, , ,0955  1100, , 
29,A,TUE,PPA,-,3,0, , ,1100  1220, , 
29,A,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
29,A,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
29,A,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
29,A,WED,11T2,B8,2,0, , ,0955  1100, , 
29,A,WED,PPA,B8,3,0, , ,1100  1220, , 
29,A,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
29,A,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
29,A,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
29,A,THU,10CS,G4,2,0,*, ,0955  1100, , 
29,A,THU,PPA,-,3,0, , ,1100  1220, , 
29,A,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
29,A,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
29,A,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
29,A,FRI,10T2,B8,2,0,*, ,0955  1100, , 
29,A,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
29,A,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
29,A,FRI,11CS,G4,5,0, , ,1355  1510, , 
31,A,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
31,A,MON,11T2,B8,2,0,*, ,0955  1100, , 
31,A,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
31,A,MON,PPA,-,4,0, , ,1220  1355, , 
31,A,MON,10CS,B8,5,0, , ,1355  1510, , 
31,A,TUE,10C3,B8,1,0, , ,0850  0955, , 
31,A,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
31,A,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
31,A,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
31,A,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
31,A,WED,11C2,B8,1,0, , ,0850  0955, , 
31,A,WED,10T2,B5,2,0, , ,0955  1100, , 
31,A,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
31,A,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
31,A,WED,11CS,G4,5,0, , ,1355  1510, , 
31,A,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
31,A,THU,10C3,B8,2,0,*, ,0955  1100, , 
31,A,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
31,A,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
31,A,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
31,A,FRI,PPA,-,1,0, , ,0850  0955, , 
31,A,FRI,11T2,B8,2,0, , ,0955  1100, , 
31,A,FRI,PPA,-,3,0, , ,1100  1220, , 
31,A,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
31,A,FRI,10CS,G4,5,0, , ,1355  1510, , 
32,B,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
32,B,MON,10C3,B8,2,0, , ,0955  1100, , 
32,B,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
32,B,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
32,B,MON,11C2,B8,5,0,*, ,1355  1510, , 
32,B,TUE,10T2,B5,1,0, , ,0850  0955, , 
32,B,TUE,PPA,-,2,0, , ,0955  1100, , 
32,B,TUE,PPA,-,3,0, , ,1100  1220, , 
32,B,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
32,B,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
32,B,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
32,B,WED,11T2,B8,2,0, , ,0955  1100, , 
32,B,WED,PPA,B8,3,0, , ,1100  1220, , 
32,B,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
32,B,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
32,B,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
32,B,THU,10CS,G4,2,0,*, ,0955  1100, , 
32,B,THU,PPA,-,3,0, , ,1100  1220, , 
32,B,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
32,B,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
32,B,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
32,B,FRI,10T2,B8,2,0,*, ,0955  1100, , 
32,B,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
32,B,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
32,B,FRI,11CS,G4,5,0, , ,1355  1510, , 
33,A,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
33,A,MON,11T2,B8,2,0,*, ,0955  1100, , 
33,A,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
33,A,MON,PPA,-,4,0, , ,1220  1355, , 
33,A,MON,10CS,B8,5,0, , ,1355  1510, , 
33,A,TUE,10C3,B8,1,0, , ,0850  0955, , 
33,A,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
33,A,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
33,A,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
33,A,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
33,A,WED,11C2,B8,1,0, , ,0850  0955, , 
33,A,WED,10T2,B5,2,0, , ,0955  1100, , 
33,A,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
33,A,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
33,A,WED,11CS,G4,5,0, , ,1355  1510, , 
33,A,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
33,A,THU,10C3,B8,2,0,*, ,0955  1100, , 
33,A,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
33,A,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
33,A,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
33,A,FRI,PPA,-,1,0, , ,0850  0955, , 
33,A,FRI,11T2,B8,2,0, , ,0955  1100, , 
33,A,FRI,PPA,-,3,0, , ,1100  1220, , 
33,A,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
33,A,FRI,10CS,G4,5,0, , ,1355  1510, , 
34,B,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
34,B,MON,10C3,B8,2,0, , ,0955  1100, , 
34,B,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
34,B,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
34,B,MON,11C2,B8,5,0,*, ,1355  1510, , 
34,B,TUE,10T2,B5,1,0, , ,0850  0955, , 
34,B,TUE,PPA,-,2,0, , ,0955  1100, , 
34,B,TUE,PPA,-,3,0, , ,1100  1220, , 
34,B,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
34,B,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
34,B,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
34,B,WED,11T2,B8,2,0, , ,0955  1100, , 
34,B,WED,PPA,B8,3,0, , ,1100  1220, , 
34,B,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
34,B,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
34,B,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
34,B,THU,10CS,G4,2,0,*, ,0955  1100, , 
34,B,THU,PPA,-,3,0, , ,1100  1220, , 
34,B,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
34,B,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
34,B,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
34,B,FRI,10T2,B8,2,0,*, ,0955  1100, , 
34,B,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
34,B,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
34,B,FRI,11CS,G4,5,0, , ,1355  1510, , 
35,A,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
35,A,MON,11T2,B8,2,0,*, ,0955  1100, , 
35,A,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
35,A,MON,PPA,-,4,0, , ,1220  1355, , 
35,A,MON,10CS,B8,5,0, , ,1355  1510, , 
35,A,TUE,10C3,B8,1,0, , ,0850  0955, , 
35,A,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
35,A,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
35,A,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
35,A,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
35,A,WED,11C2,B8,1,0, , ,0850  0955, , 
35,A,WED,10T2,B5,2,0, , ,0955  1100, , 
35,A,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
35,A,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
35,A,WED,11CS,G4,5,0, , ,1355  1510, , 
35,A,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
35,A,THU,10C3,B8,2,0,*, ,0955  1100, , 
35,A,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
35,A,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
35,A,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
35,A,FRI,PPA,-,1,0, , ,0850  0955, , 
35,A,FRI,11T2,B8,2,0, , ,0955  1100, , 
35,A,FRI,PPA,-,3,0, , ,1100  1220, , 
35,A,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
35,A,FRI,10CS,G4,5,0, , ,1355  1510, , 
36,B,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
36,B,MON,10C3,B8,2,0, , ,0955  1100, , 
36,B,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
36,B,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
36,B,MON,11C2,B8,5,0,*, ,1355  1510, , 
36,B,TUE,10T2,B5,1,0, , ,0850  0955, , 
36,B,TUE,PPA,-,2,0, , ,0955  1100, , 
36,B,TUE,PPA,-,3,0, , ,1100  1220, , 
36,B,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
36,B,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
36,B,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
36,B,WED,11T2,B8,2,0, , ,0955  1100, , 
36,B,WED,PPA,B8,3,0, , ,1100  1220, , 
36,B,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
36,B,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
36,B,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
36,B,THU,10CS,G4,2,0,*, ,0955  1100, , 
36,B,THU,PPA,-,3,0, , ,1100  1220, , 
36,B,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
36,B,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
36,B,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
36,B,FRI,10T2,B8,2,0,*, ,0955  1100, , 
36,B,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
36,B,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
36,B,FRI,11CS,G4,5,0, , ,1355  1510, , 
37,A,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
37,A,MON,11T2,B8,2,0,*, ,0955  1100, , 
37,A,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
37,A,MON,PPA,-,4,0, , ,1220  1355, , 
37,A,MON,10CS,B8,5,0, , ,1355  1510, , 
37,A,TUE,10C3,B8,1,0, , ,0850  0955, , 
37,A,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
37,A,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
37,A,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
37,A,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
37,A,WED,11C2,B8,1,0, , ,0850  0955, , 
37,A,WED,10T2,B5,2,0, , ,0955  1100, , 
37,A,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
37,A,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
37,A,WED,11CS,G4,5,0, , ,1355  1510, , 
37,A,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
37,A,THU,10C3,B8,2,0,*, ,0955  1100, , 
37,A,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
37,A,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
37,A,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
37,A,FRI,PPA,-,1,0, , ,0850  0955, , 
37,A,FRI,11T2,B8,2,0, , ,0955  1100, , 
37,A,FRI,PPA,-,3,0, , ,1100  1220, , 
37,A,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
37,A,FRI,10CS,G4,5,0, , ,1355  1510, , 
38,B,MON,11CS,G4,1,0, ,briefing,0850  0955, , 
38,B,MON,10C3,B8,2,0, , ,0955  1100, , 
38,B,MON,7X2.Ph,B6,3,0, ,break duty,1100  1220,11:00, 
38,B,MON,8X1.Ph,B8,4,0, , ,1220  1355, ,12:50
38,B,MON,11C2,B8,5,0,*, ,1355  1510, , 
38,B,TUE,10T2,B5,1,0, , ,0850  0955, , 
38,B,TUE,PPA,-,2,0, , ,0955  1100, , 
38,B,TUE,PPA,-,3,0, , ,1100  1220, , 
38,B,TUE,11T2,B8,4,0, , ,1220  1355, ,13:25
38,B,TUE,7X1.Ph,B8,5,0, , ,1355  1510, , 
38,B,WED,7Y1.Ph,B8,1,0, , ,0850  0955, , 
38,B,WED,11T2,B8,2,0, , ,0955  1100, , 
38,B,WED,PPA,B8,3,0, , ,1100  1220, , 
38,B,WED,10T2,B3,4,0, , ,1220  1355, ,12:50
38,B,WED,9Y2.Ph,B3,5,0,*, ,1355  1510, , 
38,B,THU,10CS,G4,1,0, ,briefing,0850  0955, , 
38,B,THU,10CS,G4,2,0,*, ,0955  1100, , 
38,B,THU,PPA,-,3,0, , ,1100  1220, , 
38,B,THU,9Y1.CS,B8,4,0,*, ,1220  1355, ,12:20
38,B,THU,7Y1.CS,B8,5,0,*, ,1355  1510, , 
38,B,FRI,7X2.Ph,B6,1,0, , ,0850  0955, , 
38,B,FRI,10T2,B8,2,0,*, ,0955  1100, , 
38,B,FRI,11C2,G4,3,0, , ,1100  1220,11:40, 
38,B,FRI,11CS,G4,4,0,*, ,1220  1355, ,13:25
38,B,FRI,11CS,G4,5,0, , ,1355  1510, , 
39,A,MON,10C3,B8,1,0, ,briefing,0850  0955, , 
39,A,MON,11T2,B8,2,0,*, ,0955  1100, , 
39,A,MON,7X1.Ph,B8,3,0,*, ,1100  1220,11:00, 
39,A,MON,PPA,-,4,0, , ,1220  1355, , 
39,A,MON,10CS,B8,5,0, , ,1355  1510, , 
39,A,TUE,10C3,B8,1,0, , ,0850  0955, , 
39,A,TUE,9Y1.CS,G4,2,0, , ,0955  1100, , 
39,A,TUE,11C2,B8,3,0, , ,1100  1220,11:40, 
39,A,TUE,11T2,G4,4,0, , ,1220  1355, ,13:25
39,A,TUE,8Y1.Ph,B8,5,0, , ,1355  1510, , 
39,A,WED,11C2,B8,1,0, , ,0850  0955, , 
39,A,WED,10T2,B5,2,0, , ,0955  1100, , 
39,A,WED,9Y2.Ph,B3,3,0, ,break duty,1100  1220,11:00, 
39,A,WED,11CS,G4,4,0, , ,1220  1355, ,13:25
39,A,WED,11CS,G4,5,0, , ,1355  1510, , 
39,A,THU,8Y1.Ph,B8,1,0, ,briefing,0850  0955, , 
39,A,THU,10C3,B8,2,0,*, ,0955  1100, , 
39,A,THU,10T2,B8,3,0, , ,1100  1220,11:20, 
39,A,THU,7Y1.Ph,B5,4,0, , ,1220  1355, ,12:20
39,A,THU,8X1.Ph,B3,5,0,*, ,1355  1510, , 
39,A,FRI,PPA,-,1,0, , ,0850  0955, , 
39,A,FRI,11T2,B8,2,0, , ,0955  1100, , 
39,A,FRI,PPA,-,3,0, , ,1100  1220, , 
39,A,FRI,10CS,G4,4,0, , ,1220  1355, ,12:50
39,A,FRI,10CS,G4,5,0, , ,1355  1510, , 
